Date,Branch,Avg temp,Lowest temp,Highest temp
3/6/2011,108,3.4,1.2,7.4
3/7/2011,108,1.6,-1.2,5.8
3/8/2011,108,1.6,-2.3,6.2
3/9/2011,108,0.2,-2.4,4.4
3/10/2011,108,1.4,-3.4,4.9
3/11/2011,108,4.6,-0.3,9.8
3/12/2011,108,7.8,1.9,13.4
3/13/2011,108,10.7,8.5,16.2
3/14/2011,108,6.7,4.4,10.3
3/15/2011,108,1.5,-2.3,5.7
3/16/2011,108,-0.4,-3.1,3.2
3/17/2011,108,0.8,-3.5,6.1
3/18/2011,108,5.7,-1.5,12.5
3/19/2011,108,8.8,5.5,13.7
3/20/2011,108,6.9,2.9,11.4
3/21/2011,108,8,3.8,13
3/22/2011,108,1.8,-1,6.1
3/23/2011,108,2.2,-2.2,7.3
3/24/2011,108,2.9,0.1,8
3/25/2011,108,2.2,-0.8,6.5
3/26/2011,108,3.6,-0.6,8.6
3/27/2011,108,5.1,0.9,9.7
3/28/2011,108,5.2,3.1,8.4
3/29/2011,108,4.8,1.7,9.1
3/30/2011,108,7.3,2.3,13.6
3/31/2011,108,9.2,3.3,16.8
4/1/2011,108,9.1,4.3,14.9
4/2/2011,108,8.9,5.3,12.8
4/3/2011,108,9.6,4.9,15.5
4/4/2011,108,10.1,4.5,16.7
4/5/2011,108,10.7,5.1,17.1
4/6/2011,108,10.6,5.2,16.6
4/7/2011,108,9.6,8.5,10.7
4/8/2011,108,11.4,7.4,17.3
4/9/2011,108,9.9,6.8,15
4/10/2011,108,10.8,8.2,14.5
4/11/2011,108,10.4,6,15.4
4/12/2011,108,10.2,4.9,15.5
4/13/2011,108,11.3,5.7,17.4
4/14/2011,108,12.4,6.6,18.8
4/15/2011,108,12.2,9.4,19
4/16/2011,108,12.1,5.9,18.4
4/17/2011,108,12,8,18.4
4/18/2011,108,6.7,5.8,10.7
4/19/2011,108,10.8,6.6,16.2
4/20/2011,108,11.2,6.3,16.8
4/21/2011,108,13.5,8,18
4/22/2011,108,8.9,7.4,14.5
4/23/2011,108,9.7,6.1,14.2
4/24/2011,108,9.7,6.1,13.9
4/25/2011,108,11.3,7.2,15.7
4/26/2011,108,10.5,9.1,11.4
4/27/2011,108,11.4,8.7,14.2
4/28/2011,108,10.4,7.3,15.3
4/29/2011,108,13.2,7.3,18.4
4/30/2011,108,13,10.6,14.6
5/1/2011,108,12.5,9.9,15.7
5/2/2011,108,14.2,8.5,20.7
5/3/2011,108,15.3,11.9,20.6
5/4/2011,108,15.9,10.6,21.8
5/5/2011,108,17.5,12.7,23.7
5/6/2011,108,15.4,13.2,17.9
5/7/2011,108,14.5,11.5,21.8
5/8/2011,108,17.3,10.3,24.1
5/9/2011,108,17.6,14.6,22
5/10/2011,108,16.5,14.5,18.5
5/11/2011,108,17.2,14.4,21.1
5/12/2011,108,15.7,11.5,20.2
5/13/2011,108,14.6,10.3,20.6
5/14/2011,108,17.2,12.1,22.9
5/15/2011,108,17.2,13,22.9
5/16/2011,108,16.4,10.9,22.2
5/17/2011,108,17.5,11.6,22.8
5/18/2011,108,20.5,13.8,25.4
5/19/2011,108,20.7,18.8,23.6
5/20/2011,108,17.5,15.6,20.5
5/21/2011,108,14.5,12.6,17.7
5/22/2011,108,17.3,10.7,23.3
5/23/2011,108,19.5,15.3,25.9
5/24/2011,108,21.5,14.1,28
5/25/2011,108,22.7,16.7,28.2
5/26/2011,108,20.7,17.9,24
5/27/2011,108,20.1,15.6,24.5
5/28/2011,108,22.4,15.7,28.9
5/29/2011,108,24.4,18.4,31.2
5/30/2011,108,22.7,18.6,28.1
5/31/2011,108,18.7,15.4,23.7
6/1/2011,108,18,14.7,21.6
6/2/2011,108,19,15.1,24.7
6/3/2011,108,19,14.4,24.8
6/4/2011,108,18.7,15.8,24.6
6/5/2011,108,20.4,16.1,27.1
6/6/2011,108,20.9,15.3,26.9
6/7/2011,108,20.9,15.9,26.6
6/8/2011,108,22,18.2,27.5
6/9/2011,108,19.4,17.5,22
6/10/2011,108,21.4,17.8,24.3
6/11/2011,108,24,20.6,29.2
6/12/2011,108,23.4,19,30.2
6/13/2011,108,21,16.6,26.9
6/14/2011,108,22.8,16.8,29.5
6/15/2011,108,25.2,19.1,31.9
6/16/2011,108,26.5,20.3,32
6/17/2011,108,24.9,22.1,31.3
6/18/2011,108,24.5,20.8,28.9
6/19/2011,108,26.6,20.7,32.9
6/20/2011,108,26.6,22.7,32
6/21/2011,108,24.1,19.4,29.6
6/22/2011,108,22.7,20.9,24.9
6/23/2011,108,22,21.2,23.3
6/24/2011,108,19.7,18.6,21.6
6/25/2011,108,18.3,17.5,20
6/26/2011,108,19.2,17.2,21.6
6/27/2011,108,19.2,18.3,20.5
6/28/2011,108,24.1,18.2,29.7
6/29/2011,108,21,19.7,23.3
6/30/2011,108,23.8,21,27.9
7/1/2011,108,25.1,22.2,28.6
7/2/2011,108,24.7,22.7,26.8
7/3/2011,108,22.6,20.7,24.8
7/4/2011,108,22.5,18.9,28
7/5/2011,108,24.3,19,30.7
7/6/2011,108,25.6,20.4,31.2
7/7/2011,108,22.9,20.9,25.3
7/8/2011,108,22.4,20.6,24.6
7/9/2011,108,23.6,20.8,27.8
7/10/2011,108,24.2,21.4,28.4
7/11/2011,108,21.2,19.9,22.1
7/12/2011,108,22.8,20.9,25.6
7/13/2011,108,24.3,22.5,26.2
7/14/2011,108,23.6,22.3,24.6
7/15/2011,108,23.4,21.6,26
7/16/2011,108,22.8,21.2,25.3
7/17/2011,108,25.1,22.2,29.1
7/18/2011,108,28.7,24.4,34.1
7/19/2011,108,28.5,24.7,32.7
7/20/2011,108,27.6,23.6,32.6
7/21/2011,108,27.1,22.3,32.2
7/22/2011,108,24.1,21.4,26.6
7/23/2011,108,25.4,22.9,29.7
7/24/2011,108,24.8,22.8,27.9
7/25/2011,108,24.9,23.2,27.9
7/26/2011,108,24.8,21.1,29.3
7/27/2011,108,24,22.3,26.2
7/28/2011,108,24.7,22.8,26.3
7/29/2011,108,26.2,23.9,30.2
7/30/2011,108,27.2,24.4,30.5
7/31/2011,108,24.7,23.2,26.6
8/1/2011,108,25.6,23.3,29.2
8/2/2011,108,26.1,24.4,30.1
8/3/2011,108,25.4,23.7,28.1
8/4/2011,108,25.4,23.7,28
8/5/2011,108,28.9,23.4,34.1
8/6/2011,108,28.5,26.1,32.7
8/7/2011,108,28.7,24.9,33
8/8/2011,108,24.7,23.6,27.7
8/9/2011,108,26,24.4,28.7
8/10/2011,108,25.8,23.2,28.9
8/11/2011,108,26.6,24.5,29.9
8/12/2011,108,25.3,24.1,26.3
8/13/2011,108,25.3,23.9,26.6
8/14/2011,108,25,23.9,26.8
8/15/2011,108,24.5,22.9,26.9
8/16/2011,108,25,23.6,26.2
8/17/2011,108,23.7,22.8,24.6
8/18/2011,108,25.2,21.5,30.2
8/19/2011,108,24.4,21.7,29.2
8/20/2011,108,23.1,20.3,27
8/21/2011,108,24.4,18.7,31
8/22/2011,108,23.5,19.8,29.6
8/23/2011,108,24.3,18.1,30.5
8/24/2011,108,24.8,21.2,28.6
8/25/2011,108,25.7,21,30.5
8/26/2011,108,26.4,23.2,30.3
8/27/2011,108,27.6,23.5,31.2
8/28/2011,108,27.3,24.3,32
8/29/2011,108,26.8,24.5,29.9
8/30/2011,108,27.1,24.2,32.4
8/31/2011,108,27.9,23.6,32.8
9/1/2011,108,27,22.9,31.1
9/2/2011,108,26.9,22.9,32.4
9/3/2011,108,25.1,20.3,30.7
9/4/2011,108,23.7,19.4,30.2
9/5/2011,108,23.8,19.5,28.5
9/6/2011,108,23.4,18.8,28.7
9/7/2011,108,22.6,17.5,27.3
9/8/2011,108,22.3,20.4,25.8
9/9/2011,108,19.9,19,20.7
9/10/2011,108,21.5,18,26.4
9/11/2011,108,21.2,19.5,22.5
9/12/2011,108,23.3,20,27
9/13/2011,108,25,20.9,30.9
9/14/2011,108,24.4,22.8,28.1
9/15/2011,108,25.7,21.2,31.3
9/16/2011,108,25.6,21.7,31.2
9/17/2011,108,25.8,21.6,31
9/18/2011,108,21,17.5,26.4
9/19/2011,108,16.8,14.5,18.2
9/20/2011,108,17.7,13.4,23.2
9/21/2011,108,18.1,12.4,24
9/22/2011,108,18.1,11.9,24.6
9/23/2011,108,19.5,13.5,26
9/24/2011,108,19.6,14.4,25.9
9/25/2011,108,20,14.6,26.6
9/26/2011,108,21.2,14.8,27.7
9/27/2011,108,21.8,15.4,29.2
9/28/2011,108,19.8,16.6,23.5
9/29/2011,108,16.9,15.5,19.5
9/30/2011,108,14.8,10.3,18.6
10/1/2011,108,12.7,7.7,17.6
10/2/2011,108,13.3,9.6,18.1
10/3/2011,108,13.8,7.3,20.8
10/4/2011,108,14.9,8.4,21.2
10/5/2011,108,16.4,12.7,22
10/6/2011,108,16.5,12.7,20.2
10/7/2011,108,15.4,10.5,21.2
10/8/2011,108,16.2,10.4,22.5
10/9/2011,108,16.6,11.9,22.5
10/10/2011,108,16.9,12.4,21.8
10/11/2011,108,16.5,12.4,22.4
10/12/2011,108,14.7,10.7,18.7
10/13/2011,108,16.6,10.7,23.4
10/14/2011,108,14.4,12.7,15.7
10/15/2011,108,13,11.4,16.9
10/16/2011,108,14.8,11.1,20.1
10/17/2011,108,11.2,7,14.8
10/18/2011,108,9.4,3.9,15.4
10/19/2011,108,12.8,4.6,20.4
10/20/2011,108,15.5,11,20.9
10/21/2011,108,17.3,13.1,21
10/22/2011,108,17.1,14.4,21.7
10/23/2011,108,16.5,11.8,22.1
10/24/2011,108,12.3,7.1,15.3
10/25/2011,108,7.6,3.7,12.1
10/26/2011,108,9.5,3.1,15.3
10/27/2011,108,12.7,6.6,19.5
10/28/2011,108,14.5,11,19.8
10/29/2011,108,12,10.2,13.5
10/30/2011,108,14.8,10.7,20.8
10/31/2011,108,15,8.5,22.1
11/1/2011,108,16.1,9.9,22.6
11/2/2011,108,16.2,13.4,21.5
11/3/2011,108,16.8,10,24.3
11/4/2011,108,18.4,15.4,22.5
11/5/2011,108,19.9,16.4,25.9
11/6/2011,108,14.6,12.9,19.3
11/7/2011,108,15.1,12.5,18.8
11/8/2011,108,14.9,11.1,19.6
11/9/2011,108,14.5,12.5,18.4
11/10/2011,108,14.1,10.9,17
11/11/2011,108,12.5,11,14.7
11/12/2011,108,12,9.1,15.8
11/13/2011,108,11.3,6,15.8
11/14/2011,108,6.4,3.4,11
11/15/2011,108,7.2,3.4,11.6
11/16/2011,108,10.9,5.8,15.7
11/17/2011,108,13.6,10.5,16.3
11/18/2011,108,14.2,11.9,16.1
11/19/2011,108,10.6,3.5,15.5
11/20/2011,108,0.4,-2.2,3.7
11/21/2011,108,1.6,-2.6,6.3
11/22/2011,108,5.6,1.9,7.9
11/23/2011,108,2.8,-2.1,7.4
11/24/2011,108,-1.6,-5.5,2
11/25/2011,108,2.8,-0.5,7.2
11/26/2011,108,5.6,1.8,8.8
11/27/2011,108,13.5,8.7,15.3
11/28/2011,108,14.6,13.6,17
11/29/2011,108,11.3,9.2,13.6
11/30/2011,108,4.7,3,9.2
12/1/2011,108,5.8,4.3,9
12/2/2011,108,5.5,2.5,7.5
12/3/2011,108,5.3,3.7,9.1
12/4/2011,108,2.5,-0.3,6.3
12/5/2011,108,1.5,-2.1,5.9
12/6/2011,108,3.9,1.2,7.7
12/7/2011,108,4,2.3,5.7
12/8/2011,108,0.1,-3.7,3.7
12/9/2011,108,-2.7,-4.4,0.1
12/10/2011,108,-1.7,-4.9,1.4
12/11/2011,108,2.8,-1.7,6.3
12/12/2011,108,3.5,-0.1,6.4
12/13/2011,108,1.5,-3.1,7.4
12/14/2011,108,2.4,-1.1,7.2
12/15/2011,108,-3.9,-5.8,-0.9
12/16/2011,108,-7.1,-9.8,-3.5
12/17/2011,108,-5.8,-10.6,-1.6
12/18/2011,108,-2.4,-5,1.4
12/19/2011,108,-2.4,-6.7,1.9
12/20/2011,108,-0.3,-5.1,3.8
12/21/2011,108,1.9,-0.7,5.2
12/22/2011,108,-5.5,-8.7,1.1
12/23/2011,108,-5.4,-10.1,-1.1
12/24/2011,108,-5.2,-7.8,-3
12/25/2011,108,-7.1,-9.5,-3.5
12/26/2011,108,-7.1,-10.1,-3.5
12/27/2011,108,-4,-8.8,1.2
12/28/2011,108,-0.5,-4.1,2.2
12/29/2011,108,-1.7,-4.8,1.7
12/30/2011,108,-3,-6.4,1.9
12/31/2011,108,-1.9,-6,1.4
1/1/2012,108,-3,-6.9,0.4
1/2/2012,108,-4.8,-8.3,-1.2
1/3/2012,108,-4.5,-6.8,-0.2
1/4/2012,108,-7.4,-9.6,-4.3
1/5/2012,108,-5.7,-9.8,-1.3
1/6/2012,108,-2.8,-5.6,1.3
1/7/2012,108,-3.8,-8,2
1/8/2012,108,-2.5,-5.5,0.4
1/9/2012,108,-0.3,-1.8,2.7
1/10/2012,108,-2.5,-5.8,1.5
1/11/2012,108,-6,-8.1,-3.3
1/12/2012,108,-4.6,-10.3,-0.4
1/13/2012,108,-1.2,-4.1,2.6
1/14/2012,108,-1.5,-6.3,2.7
1/15/2012,108,-2.6,-4.7,0.3
1/16/2012,108,1,-5.1,7.8
1/17/2012,108,2.8,0,8.2
1/18/2012,108,1.4,-2.2,5.4
1/19/2012,108,5.3,1.4,8.4
1/20/2012,108,5.4,3.7,8.3
1/21/2012,108,2.4,-2.6,5.7
1/22/2012,108,-7.7,-11.6,-2.4
1/23/2012,108,-9.6,-12.2,-5.3
1/24/2012,108,-7.3,-11.8,-3.1
1/25/2012,108,-8.2,-11.6,-5
1/26/2012,108,-2.9,-8.5,1.8
1/27/2012,108,-0.9,-4.4,4.9
1/28/2012,108,-1.8,-6,3.1
1/29/2012,108,-2.8,-5.5,1.6
1/30/2012,108,-5.6,-8.8,-0.8
1/31/2012,108,-4.7,-8.5,-0.3
2/1/2012,108,-12.8,-15.3,-8.1
2/2/2012,108,-13.7,-17.1,-9.5
2/3/2012,108,-8.6,-14.5,-3.9
2/4/2012,108,-3,-5.2,1
2/5/2012,108,-0.9,-4.5,4.8
2/6/2012,108,0.9,-3.2,7
2/7/2012,108,-8.7,-11.5,-0.1
2/8/2012,108,-8,-12.1,-3.8
2/9/2012,108,-4.5,-9,-0.5
2/10/2012,108,-3.5,-6.9,1.7
2/11/2012,108,-3.8,-9.2,0.8
2/12/2012,108,-0.1,-5,4.8
2/13/2012,108,3.1,0.2,8.4
2/14/2012,108,3,-0.3,8.3
2/15/2012,108,-1.3,-4.1,3
2/16/2012,108,-2.8,-6.1,2.7
2/17/2012,108,-6.4,-8.8,-2.9
2/18/2012,108,-6.8,-9.6,-2.2
2/19/2012,108,-4.4,-9.6,1.3
2/20/2012,108,-0.2,-5.5,5.3
2/21/2012,108,2.3,-0.9,5.5
2/22/2012,108,5.8,-0.8,12.1
2/23/2012,108,4.4,1.1,8.2
2/24/2012,108,4.3,0.2,9.7
2/25/2012,108,1.2,-2.3,5
2/26/2012,108,-1.6,-4,3.2
2/27/2012,108,-0.7,-5.9,5.2
2/28/2012,108,2.1,-3.2,7.3
2/29/2012,108,5.4,-1.5,11.8
3/1/2012,108,8.7,4,14.6
3/2/2012,108,6.9,5.2,9.5
3/3/2012,108,6.9,2.7,12.9
3/4/2012,108,6.2,3,9.7
3/5/2012,108,5.3,3.1,8.5
3/6/2012,108,3,1.8,4.6
3/7/2012,108,3,-0.2,7.7
3/8/2012,108,2,-0.3,5.2
3/9/2012,108,3.4,-2.1,9.1
3/10/2012,108,3.9,1.3,8.9
3/11/2012,108,-2.4,-4.6,1.3
3/12/2012,108,-1.6,-5.7,3.2
3/13/2012,108,1.7,-3.5,6.6
3/14/2012,108,3.6,1.8,5.9
3/15/2012,108,5.5,-1.7,11.8
3/16/2012,108,8.1,5.7,12.9
3/17/2012,108,10.4,6.8,16.1
3/18/2012,108,6.9,2.2,11.5
3/19/2012,108,2.8,-0.5,7.2
3/20/2012,108,3.1,-1.9,8.3
3/21/2012,108,4.3,-0.5,10.4
3/22/2012,108,7.8,3.3,11.4
3/23/2012,108,5,2.3,9.7
3/24/2012,108,3.3,1.5,6.9
3/25/2012,108,3.6,0.9,7.7
3/26/2012,108,3.9,-0.2,8.7
3/27/2012,108,6.4,1,10.9
3/28/2012,108,10.1,6.4,15.8
3/29/2012,108,11.6,5.9,16.2
3/30/2012,108,9,5.8,11.9
3/31/2012,108,5.4,2.5,10.1
4/1/2012,108,4.6,0.6,9.4
4/2/2012,108,8.3,3.5,14.1
4/3/2012,108,4.9,1.1,9.4
4/4/2012,108,7.2,2.2,12.8
4/5/2012,108,6.7,3.1,12.2
4/6/2012,108,5.4,2.6,9.6
4/7/2012,108,5.9,0.6,12.4
4/8/2012,108,11.3,4.6,17.6
4/9/2012,108,15.4,10.7,22.4
4/10/2012,108,13.7,11.5,16.9
4/11/2012,108,12.2,9.1,17.4
4/12/2012,108,8.9,5.3,12.4
4/13/2012,108,10.3,7.4,15.1
4/14/2012,108,10.5,5.9,16.4
4/15/2012,108,13.4,6.9,21.7
4/16/2012,108,11.9,7.2,17.9
4/17/2012,108,13.6,7.5,19.7
4/18/2012,108,15.2,9.2,21.3
4/19/2012,108,17,12.2,24.3
4/20/2012,108,18.4,13.6,23.8
4/21/2012,108,11.4,9.5,16.3
4/22/2012,108,9.4,7.9,12
4/23/2012,108,12.9,9.1,17.3
4/24/2012,108,19.7,12.2,26.6
4/25/2012,108,15.1,10.5,20.7
4/26/2012,108,11.9,8,16.8
4/27/2012,108,15.2,7.8,22.3
4/28/2012,108,17,13.8,22.1
4/29/2012,108,19.9,14,26.3
4/30/2012,108,22.9,15.4,29.4
5/1/2012,108,22.6,17.3,28.3
5/2/2012,108,23.1,19,29.1
5/3/2012,108,20,17,25.4
5/4/2012,108,19.7,14.3,25.7
5/5/2012,108,18.8,13.5,24.9
5/6/2012,108,18.1,13.1,24.1
5/7/2012,108,18.5,12.2,24.9
5/8/2012,108,20.8,14.2,28
5/9/2012,108,20.7,15,27.4
5/10/2012,108,20.1,15.5,26.6
5/11/2012,108,16.2,13.2,19.2
5/12/2012,108,17.1,14.4,21.1
5/13/2012,108,19.1,14.8,25.2
5/14/2012,108,16.1,15.1,17.2
5/15/2012,108,16.9,13,22.7
5/16/2012,108,16.6,12.7,22
5/17/2012,108,16.6,13.9,20.5
5/18/2012,108,18.1,12,24.5
5/19/2012,108,19.5,13.1,25.8
5/20/2012,108,21.3,14.5,28.7
5/21/2012,108,23,17.2,28.9
5/22/2012,108,23.3,17.8,29.3
5/23/2012,108,22.1,18.3,27.8
5/24/2012,108,19.7,17,24
5/25/2012,108,20.5,16.2,26.6
5/26/2012,108,19.8,14.1,26.1
5/27/2012,108,19.3,17.1,23.4
5/28/2012,108,20.9,16.4,26
5/29/2012,108,21.6,18.8,25.4
5/30/2012,108,20.7,18.6,23.6
5/31/2012,108,20.9,16.6,27.2
6/1/2012,108,21.4,16.3,26.7
6/2/2012,108,23.1,19.2,28.8
6/3/2012,108,23.3,18,29.1
6/4/2012,108,23.7,18.6,29.1
6/5/2012,108,22.5,19.8,27.5
6/6/2012,108,23,19.1,28.9
6/7/2012,108,23,18.5,29.4
6/8/2012,108,22.2,19,27.9
6/9/2012,108,24.2,18.6,29.9
6/10/2012,108,23.7,20.8,28.7
6/11/2012,108,23.2,20.3,27.8
6/12/2012,108,22.6,19,28.9
6/13/2012,108,23.4,18.3,28.9
6/14/2012,108,24.8,19.3,31.7
6/15/2012,108,23.7,20.4,28
6/16/2012,108,23.5,20.2,29.9
6/17/2012,108,23.6,18.1,29.8
6/18/2012,108,24.9,20.1,30.2
6/19/2012,108,26,20.9,33.5
6/20/2012,108,25.4,21.3,31.3
6/21/2012,108,25.7,21.3,32.4
6/22/2012,108,24.3,21.3,29.3
6/23/2012,108,26.2,21.5,31.7
6/24/2012,108,27.8,23.6,32.8
6/25/2012,108,26.5,22.2,33.2
6/26/2012,108,24.6,20.6,30.8
6/27/2012,108,24.8,19.3,31
6/28/2012,108,25.3,20.9,29.6
6/29/2012,108,25.9,22,31
6/30/2012,108,21.9,20.2,23.7
7/1/2012,108,21.6,19.2,25.4
7/2/2012,108,24,21.7,29.8
7/3/2012,108,22.7,19.7,25.7
7/4/2012,108,24.4,22.6,27.4
7/5/2012,108,22.7,20.9,24.6
7/6/2012,108,20.9,19.9,21.8
7/7/2012,108,24.8,18.5,31
7/8/2012,108,25.8,21.4,30.7
7/9/2012,108,26.3,21.9,32.3
7/10/2012,108,25.9,21.7,29.1
7/11/2012,108,23.3,21,26.5
7/12/2012,108,24.7,21.1,28.5
7/13/2012,108,26.1,21.8,29.3
7/14/2012,108,22.8,20.4,26.2
7/15/2012,108,19.7,19.1,20.5
7/16/2012,108,21.7,19,25
7/17/2012,108,25.5,21.6,29
7/18/2012,108,26.3,24.7,28.4
7/19/2012,108,23.9,22.4,26.5
7/20/2012,108,25.6,22.1,29.7
7/21/2012,108,27.5,24.1,31.4
7/22/2012,108,27.2,23.7,30.4
7/23/2012,108,27.6,25.6,30.5
7/24/2012,108,27.8,25.5,32.1
7/25/2012,108,27.9,24.2,32.1
7/26/2012,108,28.1,24.3,32.6
7/27/2012,108,27.9,24.9,32.3
7/28/2012,108,28.5,25.2,33.2
7/29/2012,108,29.2,26.2,33.2
7/30/2012,108,28.4,23,31.6
7/31/2012,108,29,26.6,33
8/1/2012,108,30.8,25.9,35.3
8/2/2012,108,30.8,26.8,35.5
8/3/2012,108,31.3,27.1,35.4
8/4/2012,108,31.7,28.2,36.2
8/5/2012,108,31.8,27.5,36.7
8/6/2012,108,31.5,27.8,35.8
8/7/2012,108,30.7,26.6,35
8/8/2012,108,29.6,25.6,34.3
8/9/2012,108,29.7,26.6,34.6
8/10/2012,108,27.4,25.7,29
8/11/2012,108,27.7,24,31.8
8/12/2012,108,25.5,22.3,27.9
8/13/2012,108,26.6,22.1,32.1
8/14/2012,108,26.7,23.2,31.2
8/15/2012,108,23.7,22.4,27.1
8/16/2012,108,26,22.7,28.9
8/17/2012,108,27.5,24.3,32.2
8/18/2012,108,27.2,25.8,28.6
8/19/2012,108,27.9,26.3,30.8
8/20/2012,108,25.4,24,27.1
8/21/2012,108,25.3,23.5,28.7
8/22/2012,108,22,20.3,24.6
8/23/2012,108,23,20.5,25.7
8/24/2012,108,23.3,21.1,26.1
8/25/2012,108,25,21.5,28.9
8/26/2012,108,27.5,24.1,32.4
8/27/2012,108,28.5,24.5,32.9
8/28/2012,108,26.1,21.8,29.4
8/29/2012,108,25.7,21.7,29.1
8/30/2012,108,21.4,18.7,24.7
8/31/2012,108,23.8,18.7,28.4
9/1/2012,108,25.2,22.3,29.4
9/2/2012,108,25,20.8,29.5
9/3/2012,108,24.9,22.2,28.5
9/4/2012,108,22,19.7,24.4
9/5/2012,108,22.3,19.2,26.1
9/6/2012,108,21.6,16,27.1
9/7/2012,108,22.5,16.9,27.2
9/8/2012,108,20.2,17.7,23.7
9/9/2012,108,20.9,17.1,25
9/10/2012,108,23.2,17.8,28.3
9/11/2012,108,22.8,18.1,27.5
9/12/2012,108,21.6,19.6,24.8
9/13/2012,108,20,18.6,21.1
9/14/2012,108,19.4,17.3,21.8
9/15/2012,108,21,17,25.5
9/16/2012,108,19.9,17.5,22.1
9/17/2012,108,17.3,16,18.4
9/18/2012,108,20.9,17.7,24.6
9/19/2012,108,20.6,17.7,25.2
9/20/2012,108,20.1,15.6,24.7
9/21/2012,108,20.1,17.2,24.3
9/22/2012,108,20.7,15.2,26.4
9/23/2012,108,21.2,16.4,26.6
9/24/2012,108,21.5,16.1,27.5
9/25/2012,108,21.8,16.9,27.8
9/26/2012,108,21.3,17.5,25.4
9/27/2012,108,20.3,17.7,23.6
9/28/2012,108,18,15.4,22
9/29/2012,108,16.4,14,19.8
9/30/2012,108,16.2,12,21
10/1/2012,108,18.1,12.5,24.6
10/2/2012,108,19.3,14.3,24.9
10/3/2012,108,19.9,15,26
10/4/2012,108,19,14.4,24.2
10/5/2012,108,19,14.9,22.8
10/6/2012,108,19.6,16.1,24.5
10/7/2012,108,19.2,15.1,24.4
10/8/2012,108,18.4,14.6,23.4
10/9/2012,108,17.6,13.8,22.4
10/10/2012,108,15.7,12.6,20.3
10/11/2012,108,13.9,9.9,19
10/12/2012,108,14.9,8.5,21.4
10/13/2012,108,16.4,11.3,23.1
10/14/2012,108,16.3,12,21.8
10/15/2012,108,14.8,10.3,21.8
10/16/2012,108,17.1,10.8,23.4
10/17/2012,108,12.6,8.1,17.6
10/18/2012,108,11.6,6,17
10/19/2012,108,14.8,10.3,20.1
10/20/2012,108,15.8,10.5,21
10/21/2012,108,18.3,15.4,23.7
10/22/2012,108,13.4,8.5,17.1
10/23/2012,108,10,4.5,14.5
10/24/2012,108,13.2,9.5,18.4
10/25/2012,108,15.2,12.6,20
10/26/2012,108,15.9,11.1,22.3
10/27/2012,108,14.3,12.5,16.4
10/28/2012,108,14.3,10.8,18.8
10/29/2012,108,11.7,8,16.7
10/30/2012,108,8.6,5.8,12.4
10/31/2012,108,6.9,2.8,11.6
11/1/2012,108,5.6,2.7,10
11/2/2012,108,7.2,1.6,12.4
11/3/2012,108,9.4,3.2,15.7
11/4/2012,108,11.8,9.1,15.3
11/5/2012,108,8.5,7.2,10.7
11/6/2012,108,7.1,5.1,8.6
11/7/2012,108,8.4,4.1,12.5
11/8/2012,108,8.8,6,12.6
11/9/2012,108,9.4,4.4,15
11/10/2012,108,12,9.2,14.7
11/11/2012,108,8.7,3.6,12
11/12/2012,108,7.3,5.8,9.1
11/13/2012,108,5.3,1.7,9.1
11/14/2012,108,2.4,-0.6,6.7
11/15/2012,108,4.2,-0.3,9.8
11/16/2012,108,4.9,1,8.2
11/17/2012,108,5.3,1.5,8
11/18/2012,108,3.5,-0.5,8.4
11/19/2012,108,3.4,-0.5,7.6
11/20/2012,108,1.9,-1.8,6.4
11/21/2012,108,4.1,-0.4,8.4
11/22/2012,108,6.7,1.9,10.5
11/23/2012,108,3.3,0.3,6.9
11/24/2012,108,1.7,-1.8,6.7
11/25/2012,108,3.4,-0.7,7.5
11/26/2012,108,2.3,-1.2,5.1
11/27/2012,108,2.1,-2.8,6.5
11/28/2012,108,5,-0.1,10.2
11/29/2012,108,0.8,-1.9,4.7
11/30/2012,108,1.7,-3,6.2
12/1/2012,108,-0.9,-5.9,4
12/2/2012,108,2.9,1,7.1
12/3/2012,108,1.7,-1.6,5
12/4/2012,108,-3.3,-5.9,-0.1
12/5/2012,108,-3.8,-6.2,-0.8
12/6/2012,108,-6.3,-10.3,-2.9
12/7/2012,108,-4.5,-6.4,-2.4
12/8/2012,108,-8.2,-11,-5.3
12/9/2012,108,-10.5,-13.2,-7
12/10/2012,108,-8.3,-11.8,-4.6
12/11/2012,108,-6.5,-10.4,-0.8
12/12/2012,108,-5,-9,0
12/13/2012,108,-1.5,-6.2,3.4
12/14/2012,108,2.7,0.3,4.7
12/15/2012,108,4.6,1.9,8.3
12/16/2012,108,1.6,-1.2,4.3
12/17/2012,108,-0.4,-4.7,3.2
12/18/2012,108,-6.8,-9.2,-4
12/19/2012,108,-6.9,-10.4,-2.8
12/20/2012,108,-3.4,-7.8,0.3
12/21/2012,108,-0.7,-1.9,0.8
12/22/2012,108,-3,-5.9,-0.8
12/23/2012,108,-8.9,-12.5,-5.9
12/24/2012,108,-8.8,-13.6,-4.5
12/25/2012,108,-8.9,-13.7,-4.6
12/26/2012,108,-10.8,-14.5,-7
12/27/2012,108,-5.7,-11.3,-0.8
12/28/2012,108,-0.9,-3.5,1.5
12/29/2012,108,-0.3,-1.9,0.6
12/30/2012,108,-8.2,-10.7,0
12/31/2012,108,-8.7,-11.6,-5
1/1/2013,108,-4.7,-8.7,0
1/2/2013,108,-11.7,-15.1,-4.8
1/3/2013,108,-13.2,-16.4,-9.3
